Description,Total_Sales_Dollars,ProfitMargin
Redtree Moscato,8.99,35.483870967741936
Redtree Pnt Nr,6210.72,47.32382074864107
Redwood Creek Malbec,4273.03,44.79982588467668
Regnard Macon Lugny Chard,131.94,31.51432469304229
Remy Martin VS Cognac,3213.0699999999997,76.85802154917596
Remy Martin XO Excelence VAP,1759.89,86.36392047230224
Renacer Enamore Red,7399.17,44.803538775295074
Rene Junot White,8612.28,39.46318512635446
Rentas De Fincas Rioja,899.25,55.29608006672226
Renwood BBQ Zinfandel,1151.04,47.54743536280233
Renwood California Znfdl,6094.4400000000005,42.14907358182213
Renzo Masi Chiant Rufina RS,7345.98,20.524559010506422
Renzo Masi Chianti Rufina,9448.83,35.87587034585234
Revana Cab Svgn Napa Vly,9679.12,79.94621411863889
Revel Stoke Roasted Pecan,1182.09,64.51031647336497
Revelation Chard Pays D'Oc,81.48,34.609720176730484
Rex Goliath Cab Svgn Free Ra,314.73,13.869030597655144
Rex Goliath Chard Free Range,583.54,26.174726668266104
Rex Goliath Free Range Red,5864.68,37.25216039067775
Rex Goliath Malbec,6435.76,43.364420052954124
Rex Goliath Moscato,301.54,2.102540293161761
Rex Goliath Pink Moscato,257.59,7.061609534531608
Rex Goliath Pnt Grigio Free,133.9,19.073935772964905
Rex Goliath Svgn Bl,366.68,13.750409076033604
Rex Hill Williamette Pnt Nr,3947.75,28.410464672110145
Rhetoric 22 Year Bourbon,9239.16,26.475134103100284
Rhiannon Proprietor's Red,1307.81,25.186380284597913
Rhone Roger Sabon 13 CDR Rou,1440.97,99.34835562156047
Rhum Barbancourt 3 Star,246.33,48.459383753501406
Rib Shack Red,395.64,32.84804367606915
Ricardo Santos Malbec Mendza,1218.3,58.07929081507017
Rickshaw Pnt Nr,1902.8799999999999,30.88371310855124
Ridge East Branch Znfdl,3448.85,24.59399509981588
Ridge Estate Cab Svgn,5206.01,41.506067026379135
Ridge Estate Merlot,2303.52,18.014169618670557
Ridge Lytton Petite Sirah,7869.52,56.72417123280709
Ridge Pagoni Ranch Znfdl,4564.8,20.072292323869615
Ridge Ponzo Vyds Znfdl,2275.24,58.974877375573556
Ridge Santa Cruz Mt Chard,4319.1,36.500659859692995
Ridge Znfdl Paso Robles,8485.34,30.520167724569667
Riebeek Cellars Cab Svgn,674.35,42.61140357381182
Riebeek Cellars Cape Rose,2559.03,88.15176062805048
Riebeek Cellars Chard,403.61,59.02975644805629
Riebeek Clrs Svgn Bl Swartld,2112.0299999999997,36.37116897013773
Righetti Campolieti Valpo,6592.12,25.29626281074981
Right Gin,359.88,22.474158052684228
Right Hand Man Syrah,37.98,38.493944181147974
Riglos Gran Cab Svgn,1849.26,99.06827595903226
Rihaku Nigori Dreamy Clouds,9854.52,32.28345977277433
Rio Madre 2014 Rose Rioja,947.07,86.63879121923407
Rioja Bordon Gran Rsva Tempr,5297.88,32.25856380287964
Rioja Vega Tempranillo Garna,9628.67,61.01642282890576
Riojana Cab Svgn,449.4,18.931909212283042
Riojana Chard,89.88,30.97463284379172
Riojana Malbec,179.76,33.778371161548726
Riondo Blu Prosecco,2704.13,91.71933302023201
Riondo Prosecco,575.64,33.771106941838646
Rittenhouse Rye Bonded Whsky,347.88,23.07692307692307
Riunite Bianco,227.76,17.808219178082194
Riunite Lambrusco Cuties,3645.7200000000003,34.073379195330425
Riunite Peach Moscato,59.94,31.931931931931935
Riunite Sweet White,161.73000000000002,97.4649106535584
Rob Stuart Vignette Pinot Nr,3636.58,0.5026700911295834
Robert Sinskey Abraxas,3656.05,47.85629299380479
Robert Sinskey Aries Pnt Nr,3134.03,69.981142490659
Robert Sinskey Marcien Red,4599.54,69.611091543937
Robert Sinskey Merlot,8517.87,9.565654324379226
Robert Sinskey POV Napa Red,8998.49,61.887938976428266
Robert Sinskey Pnt Bl,874.65,94.3989024181101
Robert Sinskey Pnt Gris,574.77,29.97546844824886
Robert Sinskey Pnt Nr,5884.969999999999,33.618013345862416
Rocca delle Macie Sasyr Tscn,1052.19,50.26753723186877
Rocca di Montemassi Le Faca,90.87,31.473533619456372
Rochioli Pinot Noir RRV,6599.12,37.94293784625828
Rochioli RRV Chard Cal,1594.71,79.44579265195553
Rochioli Svgn Bl RRV,3587.08,49.02483356936561
Rock Hills Farm Bourbon,649.87,30.07216827980981
Rodney Strong Bros Ridge Cab,1532.79,96.92782442474181
Rodney Strong Symmetry,5863.9800000000005,87.08982636366427
Roger Didier Raimbault Sance,3988.67,15.489624361002537
Rombauer Cab Svgn Diamond,5000.33,36.640181748004636
Rombauer Vyds Chard Carneros,1385.23,44.81782808631058
Ron Barcelo Imperial Rum,173.94,20.627802690582957
Ron Rio Silver Rum,6018.39,27.347679362753162
Ron Virgin Black Spiced Rum,1104.15,89.54489879092515
Ron Virgin Bold Coconut Rum,1956.22,73.91142100581735
Ron Zacapa XO Rum,659.94,23.66578779889082
Roncolato Pnt Grigio Veneto,428.58,31.009379812403747
Roncolato Valpo Super S Barb,173.88,33.33333333333333
Root 1 Pnt Nr,9121.53,41.58479991843475
Rosatello Sweet Moscato,2716.11,30.600748865104876
Rose 'N' Blum Pink Moscato,89.7,32.775919732441466
Rosemount Cab Svgn/Merlot,1845.3600000000001,91.22989552174103
Rosemount Gewurz/Rsl,9045.22,34.26528044646785
Rosemount Pnt Nr Ausl,7923.33,38.6598816406738
Rosenblum RSV Znfdl Monte Rs,7476.599999999999,92.49271059037531
Rosenblum Znfdl Paso Robles,215.88,33.79655364091162
Rosita Tequila Liqueur,65.61,25.925925925925924
Rosso del Popolo Lange Rosso,359.76,33.3555703802535
Rothman & Winter Apricot,65.97,25.92087312414734
Rothman & Winter Pear Liquer,21.99,21.282401091405184
Rothman & Winter Violette,2968.6499999999996,19.470129520152245
Round Hill Cab Svgn,3105.7799999999997,29.83405134941947
Round Hill Chard,4432.75,36.793043997687974
Round Hill Comm Man Cab Svgn,3643.4399999999996,29.737830182464915
Round Hill Comm Man Wh Znfdl,1006.3199999999999,27.557834486048172
Round Hill Common Man Chard,5594.52,24.212845171027013
Round Hill Common Man Merlot,2373.3599999999997,29.876630599656174
Round Hill Merlot Cal,2350.3199999999997,28.086388236495445
Round Pond Est Cab Rutherfrd,6775.860000000001,89.07887707243066
Royal Thistle Scotch,203.88,73.74926427310183
Royal Tokaji Mad Cuvee,3249.2099999999996,40.21623717765242
Rozes Infanta Isabel 10 Yr,3325.6499999999996,74.24744035000677
Rozes Vintage 2000 Old Port,6448.5,81.07218733038692
Rozes White RSV Porto,892.53,49.62186145003529
Ruca Malen Cab Svgn Rsv,2996.17,44.441069765734255
Ruca Malen Malbec Rsv,9945.949999999999,29.024376756368152
Ruca Malen Petit Verdot,227.88,31.964191679831494
Ruca Malen Yauquen Bonarda,231.71,69.31077640153642
Ruffino Chianti Clsc Santdam,9044.4,42.501658484808274
Ruffino Greppone Mazzi Bru,8468.37,6.352698335098738
Ruffino Modus Toscana,1819.3,55.46418952344309
Ruffino Prosecco,2257.77,25.902992776057786
Rumson's Grand Rsv Rum,1627.6299999999999,95.71032728568532
Russian Standard Vodka,8553.6,66.19996258885148
Ryan Patrick Rsv Cab,3106.93,20.006565967047862
Ryan Patrick Ryan's Rsl,933.2,19.348478354050584
S A Prum Luminance Rsl Mosel,7942.06,17.941692709448184
S Aviron 12 Fleurie Madrieir,1077.51,83.45073363588273
S Aviron Cd Brouilly 12 Viel,949.4999999999999,83.22801474460242
S S Pierce 99 Vodka 80 Proof,264.18,51.657960481489894
S S Pierce Manhattan,263.76,42.74340309372156
S S Pierce Ninety Nine Bl W,67.41,73.7427681352915
S S Pierce Ninety Nine Gin,67.41,8.129357662067937
S S Pierce Ninety Nine Rum,149.8,33.04405874499333
S S Pierce Vodka,3522.18,80.80506958758497
SA Prum Rsl Essence Mosel,2533.05,28.674917589467245
Saarstein Riesling QbA,1494.98,78.42379162263042
Saint M Pflaz,287.76,28.690575479566306
SakeMoto Junmai Sake,7524.63,35.53171385171098
Salers Apertif Gentiane,21.99,35.06139154160982
Salmon & Trout Bordeaux Blnc,89.8,66.92650334075724
Salmon Creek Cab Svgn,1861.27,27.043362865140463
Salmon Creek Chard Cal,1037.92,25.531832896562364
Salmon Creek Merlot Calif,149.70000000000002,33.26653306613227
Salmon Creek Pnt Nr Cal,578.71,20.747870263171546
Salmon Creek Wh Znfdl Cal,224.55,8.082832331329328
Salmon Run Rose,5107.74,34.65857698316672
Salon Brut Bl de Bl 97,5219.82,52.79492396289527
Salted Caramel Martini Wine,199.29,23.76938130362788
Salviano Orvieto 13 Clsco,9675.89,35.043804755944926
Samos High Peaks Muscat,160.86,65.53524804177546
San Callisto Montepulcno 09,527.76,34.65211459754434
San Felice Campogiovanni Bru,6048.79,20.684136827365464
San Felice Il Grigio Gr Sel,6675.28,16.89067724499946
San Guido Sassicaia Guildal,699.72,78.13411078717202
San Polo Mezzopane 06 Toscan,1684.4099999999999,77.90324208476558
San Quirico Vernaccia,1910.68,62.13285322502984
San Rocco Pinot Grigio Vene,2428.96,32.435280943284376
San Zopito Montepulciano d'A,1349.55,79.2627172020303
Sandeman 10 Yr Tawny Port,6569.69,53.48456319856797
Sandeman Rainwater Madeira,4739.04,24.640855531922075
Sanford La Riconda Pnt Nr,759.8000000000001,70.77783627270335
Sans Liege Cotes du Coast Wh,1346.3899999999999,20.47623645451911
Sans Liege Groundwork Grenac,1525.2299999999998,7.857831277905622
Santa Barbara Winery Chard,265.84999999999997,6.654128267820189
Santa Cristina Pnt Grigio,7543.08,14.653960981455846
Santa Ema Reserve Merlot,563.53,32.86071726438699
Santa Julia Malbec,3417.15,33.93002941047364
Santa Maria Alla Pieve Ripas,1729.28,26.554404145077726
Santa Maria Alla Pieve Valpo,3387.56,28.394773819504298
Santa Marta Pnt Grigio,95.88,34.16770963704631
Santa Rita Organic Svgn Bl,9.99,66.46646646646647
Santa Rita RSV Chard,8522.86,45.9054824319536
Santa Rita Secret Rsv Red,8864.14,39.519005791876026
Santi Amarone Proemio 06,1099.78,10.882176435287052
Sartori Bardolino Chiaretto,1151.28,33.771106941838646
Sartori Family Pnt Grigio,1605.99,33.088001793286395
Sartori Family Pnt Nr,2876.3999999999996,31.038798498122638
Sartori Valpolicella Cls,1597.79,26.007798271362315
Sassacaia,8669.49,78.51223082326642
Sassy Bitch Pnt Noir,143.88,31.526271893244374
Satellite Svgn Blanc Marlbor,2063.59,86.180394361283
Sauska Aszu Essencia,1313.64,23.234676166986397
Sauska Tokaji Aszu,1824.75,72.7907932593506
Sauvignon Republic Svgn Bl,96.69,27.272727272727277
Sauvion Muscadet Ch de Cler,4263.36,41.662913758162574
Sauvion Rose d'Anjou,5191.67,63.50885167971
Sauza Cucumber Chili Tequila,5858.46,75.58146680185578
Sauza Sparkling Margarita,167.76,96.793037672866
Sauza Sprklg Wild Berry Marg,27.96,82.15307582260371
Savory & James Amontillado,1958.04,19.293783579497862
Sbragia Cab Svgn Monte Rosse,2437.4700000000003,93.6676143706384
Sbragia Home Ranch Merlot,549.75,66.44474761255115
Scaggs Vyds Mt Vedeer Montag,1247.68,91.37919979481919
Scagliola Barbera D'Asti Frm,3158.4199999999996,33.834005610400126
Scagliola Dolcesvago Moscato,104.79,68.22215860292013
Scagliola Dolcetto Sempre,1529.97,83.3330065295398
Scagliola Moscato D'Asti Prm,1519.05,24.684506764095985
Scala Dei Negre Priorat,787.5799999999999,71.48353183168693
Schlink Haus Auslese,359.73,16.13710282712034
Schlink Haus Kabinett,659.4,22.58416742493175
Schlink Haus Spatlese,137.88,31.070496083550907
Schlosskellerei Gobelsburg,5124.79,68.99385145537671
Schmitt Sohne Auslese Michls,9370.14,27.27109733685943
Schmitt Sohne Funf Rsl,4538.37,34.737802338725146
Schmitt Sohne Funf Sangria,1858.3,35.38987246408008
Schmitt Sohne Kabinett,5416.83,32.24007399161502
Schmitt Sohne Kabinett Mchls,5118.06,26.919965768279397
Schmitt Sohne Liebfraumilch,7277.08,32.496550814337624
Schramsberg Brut Rose,1577.5900000000001,44.06911808518057
Schramsberg Mirabelle B Rose,9408.24,38.83213013273471
Schug Cab Svgn,4523.19,95.04796393695601
Schug Sonoma Cnty Chard,1403.22,60.28562876811905
Schug Svgn Bl Sonoma Vly,8634.6,92.6682185625275
Scoresby Scotch,11.99,28.607172643869887
Scorpion Anejo Mexcal,359.92,44.437652811735944
Scorpion Silver,209.94,22.492140611603315
Scott Family Est Chard Arroy,2818.5899999999997,74.49611330487939
Scott Family Est Pnt Nr Arro,4270.22,73.83647680915738
Screech Honey Rum,1337.0,84.81675392670157
Screech Spiced Rum,1783.67,95.41170732254285
Sea Hagg Amber Rum,8956.8,30.568953197570565
Sea Hagg Poitin White Whisky,98.89,44.50399433714228
Sea Hagg Spiced Rum,9319.24,48.93907657705993
Sea Pearl Svgn Bl,818.37,22.26499016337354
Sea Ridge Chard Cal,77.94,31.947652040030793
Sea Smoke Chard,1511.76,15.542149547547218
Sea Smoke Southing Pnt Nr,4679.28,20.364244071737524
Seagram's Red Berry Vodka,5349.4,45.32097057613937
Seagrams 7 PET,599.4,20.02002002002002
Seagrams Twisted Lime Gin,203.88,20.0117716303708
Sean Minor Red Napa Vly,7808.089999999999,31.972864042294592
Sebastiani Merlot Sonoma,19.99,31.965982991495746
Sebastiani Pnt Nr Sonoma,9643.1,30.071035248001166
Secco-Bertani Verona,9939.59,36.31930492102793
Secoli 13 Prosecco Valdobbia,3453.12,85.54640441108332
Secoli 14 Pnt Grigio Venezia,189.81,60.59217111848692
Segal's Cab Svgn Spcl Rsv Ga,5625.32,83.39187815093186
Segal's Fusion Chard/Colombd,2654.34,16.373938530858908
Seghesio Arneis RRV,197.82,77.16105550500455
Seghesio Rockpile Znfdl,2963.2200000000003,35.06185838378521
Seifried Nelson Svgn Blanc,287.82,8.025849489264111
Selbach-Oster Riesling,1512.11,95.38128839833081
Sella & Mosca Terre Rare,1633.91,27.58475069006249
Sella & Mosca Vermentino Ca,9020.97,26.09819121447028
Senda 66 Tempranillo,5003.86,38.38456711418785
Sensi Chianti DOCG,8666.77,39.777564190580804
Sensi Tuscano Bianco,269.64,33.377837116154865
Sequin Delicately Rose,2041.08,26.072471436690375
Sequinot-Bordet Chablis Four,7233.73,4.813422674056118
Seratina Primitivo,1486.59,73.01206116010466
Serbal Chardonnay,389.7,39.16859122401847
Sette Ponti Crognolo Toscan,139.93,71.61437861788038
Seven Daughters Moscato 4 Pk,4691.87,24.199945863802704
Seven Daughters Moscato IGT,2022.16,27.983937967322074
Seven Deadly Zins Lodi Znfdl,299.8,22.82188125416945
Seven Falls Cab Svgn,7550.13,30.22808878787518
Seven Falls Chard,1022.0699999999999,7.270539199859105
Seven Falls Merlot,1725.43,25.928029534666713
Seven Hills Cab Svgn Columbi,2344.98,22.445820433436527
Sextant Znfdl,1144.53,33.33333333333333
Shafer Hillside Cab Svgn 06,779.98,66.66709402805199
Shane Judge Vyd Syrah Bennet,1074.75,45.58734589439405
Shane The Unknown Syrah No C,1559.61,63.60628618693135
Shannon Ridge 09 Cab Svgn,575.64,58.057119032728785
Shannon Ridge Chard HE Lake,335.79,59.81416957026714
Shardana Valli Di Porto Pino,2324.0699999999997,72.04301075268816
Shatter Grenache VdP Catalan,5457.2699999999995,78.5757347538238
Shaya Verdejo Old Vines Whit,2616.1,28.849814609533276
Sheffield Marsala Silver Lne,7982.889999999999,35.35411361048441
Shellback Spiced Rum,6247.3,70.71438861588206
Shooting Star Chard Lake Cny,344.77,28.938132668155582
Shooting Star Znfdl Lake Cty,794.47,8.758039951162415
Sidebar Svgn Bl,1943.1899999999998,93.54463536761716
Siduri Pnt Nr 13 Clos Pepe,7631.39,27.564965229139123
Siduri Pnt Nr RRV,1104.61,18.378432206842234
Siegel Reserve Cab Svgn,2529.81,50.53778742277088
Sierra Cantabria 14 Rose Rio,181.86,40.87759815242495
Sierra Cantabria Crianza,3036.18,77.32841926368003
Sierra Cantabria Rioja Tint,8327.06,37.00825981799098
Sierra Cantabria Unica Rsv 0,6008.66,31.758495238539048
Signo 11 Bobal de Manchuela,6019.139999999999,85.10833773595563
Signorello's Cab Svgn Napa,1083.86,73.46243979849795
Sileni Nano Pnt Nr,75.81,14.523149980213699
Silo Whiskey,354.42,71.68613509395632
Silver Mtn Hard Cider,342.51,77.46635134740592
Silver Oak Cab Svgn Napa Vly,6599.700000000001,79.59225419337243
Silver Palm 12 Chard No Cst,913.37,38.66779070913211
Silver Root Marley Rum,764.49,81.66882496827951
Silverado GEO Cab Svg,437.94,35.059597205096594
Simi Cab Svgn Alexander Vly,367.98,34.20838089026578
Simi Chard Sonoma Cty,5097.83,2.4267188195761733
Simonnet-Febvre Bourgogne Br,2323.45,29.13985667864598
Simple Life Chard,911.28,40.900711087700806
Simply Naked Cab Svgn,895.13,80.09227709941572
Simply Naked Undressed Red,523.38,34.73193473193473
Sivas-Sonoma Cab Svgn,8326.17,32.306810934679454
Six Hats Chenin Blanc,143.88,33.778148457047536
Six Hats Shiraz,4742.05,49.491886420429985
Sixto Chardonnay,5974.34,72.0484605830937
Skinnygirl Chard,152.84,8.924365349384987
Skinnygirl Cucumber Vodka,779.48,98.564427567096
Skinnygirl Pina Colada,3306.63,72.75473820778254
Skinnygirl Sprklng Margarita,3302.45,84.98660085693955
Skinnygirl Tangerine Vodka,2368.42,99.54484424215299
Skinnygirl Wh Cherry Vodka,8534.61,67.54380106413767
Skyfall Cab Svgn,1367.28,5.505821777543734
Skyy Barcraft White Sangria,7817.4800000000005,71.0489825365719
Skyy Infusions Blueberry,6501.33,22.6930489607511
Skyy Infusions Georgia Peach,215.82,86.84088592345472
Skyy Infusions Grapefuit,4000.59,31.19764834686884
Skyy Watermelon Fresca Vodka,9124.83,42.7553170853594
Sloane's Gin,7071.5,81.49501520186665
Slow Press Cab Svgn,2848.1,15.12236227660545
Smashberry Red,477.59999999999997,72.16499162479062
Smirnoff Cinn Sugar Twist,233.82,2.6943802925327103
Smirnoff Coconut,402.69,9.260224986962681
Smirnoff Fluffed Marshmallow,554.63,61.392279537709825
Smirnoff Light Strawberry,5.9399999999999995,50.16835016835016
Smirnoff Lime Vodka,416.08000000000004,68.15996923668524
Smirnoff Mango Vodka,467.64,23.09468822170901
Smirnoff Pineapple,159.39000000000001,6.895037329819943
Smirnoff Pomegrante,782.46,33.86243386243387
Smirnoff Pomegrante Vodka,155.88,25.943033102386448
Smirnoff Root Beer Float,536.56,43.86461905471894
Smirnoff Sours Watermelon,145.53,56.95732838589982
Smirnoff Wh Peach Sorbet,346.5,75.68831168831169
Smith & Hook Cab Svgn,1439.84,56.89798866540726
Smith & Sons Cab Svgn,137.94,31.491953023053497
Smoke Stack Svgn Bl,1034.6399999999999,32.35908141962421
Smoking Loon Red Loonatic,7823.58,46.4020307838611
Smoking Loon Syrah,5998.01,43.94890972172438
Smoking Loon Viognier Cal,6844.7,60.009058103350036
Smugglers Notch Gin,1823.4299999999998,36.216909889603656
Snap Dragon Pnt Nr,1564.26,24.39108588086379
Snoqualmie Rsl Winemkrs Slct,2638.0699999999997,34.170056139526245
Sobieski Cytron Vodka,1888.11,23.34980483128631
Sobieski Espresso Vodka,2447.55,25.438499724214015
Sobieski Orange Vodka,729.27,13.628697190341024
Sobieski Raspberry Vodka,1508.49,25.916645121943137
Sobieski Vanilla Vodka,669.33,0.47360793629451436
Sociando Mallet 12 Haut-Medo,2507.4300000000003,97.6126950702512
Sokol Blosser Evolution Red,5368.68,35.07752371160136
Sokol Blosser Evolution Sprk,4551.969999999999,54.92984356223788
Sokol Blosser Pnt Gris,4951.14,21.454048966500647
Solar de Randez Crianza,17.99,34.63035019455252
Soli White Blend,7878.14,99.1835636330403
Solimar Vinho Verde Branco,2949.78,1.141780064953991
Sonoma Loeb Chard Sangiacomo,7816.599999999999,13.969756671698683
Sonoma-Cutrer Pierres Chard,479.88,34.208552138034506
Sorel Artisan Liqueur,1799.28,45.56100217864923
Soter Vyds Mineral Springs P,4822.09,38.45573185071204
Soter Vyds North Vly Pnt Nr,2729.2200000000003,99.12172708685999
Soter Vyds Planet Oregon Pnt,1387.82,87.58340418786298
Southern Comfort & Egg Nog,2124.13,94.89296794452316
Southern Comfort Caramel,4446.629999999999,83.22019147084421
Southern Comfort Cherry,8048.0,80.25124974569331
Southern Comfort Lime,1106.04,96.20718961339554
Southern Right Svgn Bl,611.49,43.814289685849324
Speri Amarone Del Valpoicela,1799.76,16.105480730764096
Spiced Root Marley Rum,299.8,49.28619079386258
Spottswoode Cab Svgn Napa,9989.380000000001,71.48201389876047
Spottswoode Svgn Bl Napa Vly,6010.33,25.951486856794894
Spring 44 Gin,531.81,69.92911002049603
Spring 44 Honey Vodka,391.85999999999996,88.92461593426223
Spring 44 Vodka,979.65,82.27938549481958
Spring Mountain Cab Svgn 10,1055.84,31.035005303833902
Spring Vly Frederick Rd,2009.4,11.224246043595112
Spring Vly Uriah Walla Walla,380.89,60.79970595184962
Spud Potato Vodka,721.11,55.91518630999431
Spud Pumpkin Spice Vodka,3673.5299999999997,86.59708781471772
Spy Valley Pnt Nr Marlboro,4295.03,37.44257898082202
Spy Valley Rose,5520.72,27.813763422162335
Square One Bergamot Organic,9459.779999999999,65.86432242610293
St Brendans Peppermint Bark,7039.66,77.6841495185847
St Brendans Salted Caramel,6382.4800000000005,81.565159624472
St Christopher Gluhwein,5333.37,35.56344300132936
St Clement Carneros Chard,539.73,30.68756600522483
St Elizabeth Allspice Dram,179.94,50.62798710681338
St Francis Red Sonoma,547.5,12.241095890410955
St Francis White Splash,71.88,32.888146911519186
St George Calif Citrus Vodka,24.99,25.930372148859533
St George Green Chile Vodka,824.67,18.24366110080395
St George Spiced Pear Liquer,985.66,4.896211675425591
St Julien Rose CDR,174.5,35.08309455587392
St Mayhem Red Coffee & Peppe,367.84,32.44889082209655
St Mayhem Wh Peach & Ginger,643.72,32.88386254893433
St Mayhem White Aged/Peppers,1885.1799999999998,12.888954900858263
St Paul's Pnt Nr Alto Aldige,1199.4,32.866433216608314
St Supery Dollarhide Cab Svg,2719.66,9.06436834016015
St Supery Dollarhide Svgn Bl,1019.66,65.62971971049174
St Supery Elu Meritage Red,3904.29,9.18604919204259
St Supery Rutherford Merlot,1871.52,40.09575104727708
Staglin Cab Svgn Rutherford,4463.76,68.39054967112926
Staglin Family Vyd Est Chard,636.87,80.14665473330507
Staglin Salus Cab Svgn,1079.76,35.47454989997777
Staglin Salus Rthfd Chard,287.90999999999997,92.33788336632975
Stags Leap Fay Cab Svgn Napa,4647.62,0.4993953894681587
Stags Leap Hand of Time Red,4893.96,31.386852364955985
Stags Leap Hands of Time Chr,1936.86,19.081399791414956
Stags Leap SLV Cab Svgn,7034.33,94.10860735848333
Stags Leap Svgn Bl Napa,7896.879999999999,14.768364214727841
Stark Raving Cab Svgn,527.5600000000001,53.92182879672455
Stark Raving Red,4959.52,54.34961447882054
Stark Raving White,1604.6,75.36457684158046
State Ranch 07 Cab Svgn Youn,2834.73,30.892889269877553
Steak House Cab Svgn,7094.91,11.735737310268917
Steele 09 Bien Nacido Pnt Nr,342.85999999999996,90.66091115907368
Steele Catfish Znfdl,1065.52,8.720624671521882
Steele Clear Lake Merlot Cty,8047.86,40.27455745999558
Steele Out Kaste Lke Cty Red,791.64,82.07518569046537
Steele Pacini Mendocno Znfdl,373.78,22.957354593611218
Steele Red Hills Cab Svgn,1249.33,58.93799076304899
Steele Stymie Merlot Lake Cy,580.81,52.800399442158366
Steelhead Red,1628.3700000000001,83.55840503079767
Stella Moscato,139.9,35.09649749821301
Stella Pinot Grigio Umbria,5479.34,31.770813471010683
Stellar Organics Cab Svgn,350.73,10.495252758532205
Stellar Organics Merlot,233.82,28.16696604225472
Stellar Organics Shiraz,155.88,31.023864511162436
Stellina di Notte Pnt Grigio,2433.97,31.18896288779237
Stellina di Notte Prosecco,7052.9400000000005,16.713881019830033
Steph Avrn Chn Vielles Vig,999.4999999999999,97.27863931965982
Steph Avrn Julienas Vielles,1599.1999999999998,89.09079539769884
Sterling Carneros Pnt Nr,9084.58,51.87185318418683
Sterling Rsv Platinum Red,781.83,47.34660987682745
Sterling Vintners Cltn Syrah,2447.85,56.757971280919996
Sterling Vntnr Coll Rose Ltd,1013.19,44.78429514701092
Sterling Vntrs Cltn Chard,629.16,35.51401869158878
Sterling Vyd Aromatic White,2843.37,85.59807552305891
Stival Pnt Grigio,2260.2599999999998,34.29428472830559
Stival Pnt Grigio Veneto,287.64,34.167709637046315
Stoli 80 VAP Lemonade Shaker,4696.4,98.86977259177242
Stolichnaya 100* Vodka,1957.11,50.77639989576467
Stolichnaya Citros Vodka,1039.48,8.240658790933924
Stone Barn Chard,1197.5,29.673486430062624
Stone Fruit Rsl,6459.62,18.786244392084978
Stonehaven Svgn Bl,1007.28,48.00452704312604
Stonehedge Amador 12 Znfdl,3696.3,94.62705949192436
Stonehedge Merlot Cal,8211.98,34.713674412261106
Stoneleigh Pnt Nr Marlboro,1386.63,57.96283074792843
Stones Currant Ginger Flavor,516.53,33.64954600894429
Stonestreet Est Cab Svgn,4170.82,33.77801007955269
Storybook Mt Znfdl Mayacamas,4023.8500000000004,7.650136063720078
Storypoint Cab Svgn,3306.69,22.19409742068352
Storypoint Chardonnay,2154.23,28.587012528838606
Stradanova Barolo,195.96,0.6736068585425706
Stranahans Diamond Peak,7908.869999999999,21.76075722574779
Stratus Cab Franc VQA,2219.2599999999998,99.06815785441995
Stump Jump Shiraz,311.74,40.41188169628537
Sule Susumaniello IGP,20.99,31.967603620771794
Summers Calistoga Cab Svgn N,199.92,32.41296518607442
Summers Est Cab S Andriana C,243.85,33.51650604880049
Sunday Mtn Svgn Bl,3166.02,28.705440900562845
Sur de Los Andes Malbec Rsva,2086.8399999999997,29.156044545820457
Sutter Home Clsc Svgn Bl,2084.52,23.824189741523224
Sutter Home Malbec Arg,71.88,32.05342237061768
Sutter Home Moscato,640.93,27.82987221693476
Sutter Home Muscato,419.29999999999995,20.46744574290483
Sutter Home Pnt Grigio,143.04,33.55704697986576
Sutter Home Pnt Nr,1066.22,27.018244693536843
Sutter Home Red Blend,181.75,2.3380102089716135
Sutter Home Red Moscato,349.65,19.999999999999986
Sutter Home Rsl,1000.3299999999999,27.044075455099804
Sutter Home Sweet Red,876.97,20.88699339204567
Sutter Home Wh Merlot Cal,6123.87,34.908807665740774
Sutter Home White Merlot Cal,383.36,29.9300918196995
Sutter Home Znfdl,431.28,32.38731218697829
Svedka 100 Vodka,3992.67,84.17800619635481
Svedka Cherry Vodka,3156.57,40.91814849662767
Svedka Colada Vodka,923.7,46.8805435517044
Svedka Grape Vodka,545.58,64.37369405036841
Svedka Grapefruit Jalapeno,7730.33,88.432248888848
Svedka Orange Cream Pop,6261.92,79.26706185962134
Svedka Raspberry Vodka,5364.87,20.251562479612744
Svedka Vanilla Vodka,5455.8,30.420836540928924
Sweet Carolina Sweet Tea Vdk,1455.09,18.455215828574175
Sycamore Lane Wh Znfdl Cal,5114.38,32.20998452274422
Sydney Ann Pinot Grigio Ver,1560.77,28.19697969591933
Szigeti Gruner Velt Skt Brut,1383.4199999999998,73.46142169406254
T.T. Handy Sazerac Rye Whisk,8369.07,34.159351039004335
TJ Lot #45 Zinfandel Tilting,167.88,33.30950679056469
Taittinger Brut Francaise,382.99,31.97211415441656
Taittinger Brut Millesime,419.94,35.06215173596228
Taittinger La Francaise,3156.74,26.12322091092214
Talbot St Julien 10,4589.82,53.10186456113747
Talbott Logan Slpy Hl Pnt Nr,8731.08,43.80672265057702
Talley Vyds Chard,6182.25,20.91972987181043
Talley Vyds Pnt Nr,2099.2999999999997,21.652455580431564
Tamari RSV Malbec Mendoza,5604.87,37.14965735155321
Tamaya Svgn Bl,2320.1,37.485453213223565
Tamellini Soave DOC,179.88,33.3555703802535
